article_id,url,topic_gt,topic_pred,topic_match,intent_gt,intent_pred,intent_match,format_gt,format_pred,format_match,orientation_gt,orientation_pred,orientation_match,salience_gt,salience_pred,salience_match,audience_gt,audience_pred,audience_match,maturity_gt,maturity_pred,maturity_match,sentiment_gt,sentiment_pred,sentiment_match,entity_precision,entity_recall,entity_notes
58,https://www.cnbc.com/2026/07/01/tech-stocks-mag-7-emerging-markets-nvidia-chip-ai.html,Business,Technology,False,Analysis,Report,False,Analysis,Article,False,Centrist or politically neutral,Centrist or politically neutral,True,Low,Low,True,Professional,Informed Reader,False,Sophisticated,Sophisticated,True,Neutral,Neutral,True,0.375,0.6,missed:sk hynix(company); missed:asml(company); missed:asmi(company); missed:be semiconductor(company); missed:blackrock(company); missed:deutsche bank(company); extra:u.s. big tech(company); extra:the msci emerging markets(company); extra:the s&p 500 information technology(company); extra:ftse(company); extra:cac(company); extra:ftse mib(company); extra:ai(company); extra:semiconductor(company); extra:the blackrock investment institute(company); extra:physical ai(company); extra:fed(company); extra:fomc(company); extra:fedwatch(company); extra:deutsche bank's(company); extra:kospi(company)
59,https://www.cnbc.com/2026/07/15/asml-2q-earnings-ai-chips-orders.html,Business,Business,True,Report,Report,True,Article,Article,True,Centrist or politically neutral,Centrist or politically neutral,True,Low,High,False,Professional,Informed Reader,False,Sophisticated,Sophisticated,True,Positive,Neutral,False,0.2857142857142857,0.6666666666666666,missed:asml(company); missed:tsmc(company); extra:ai(company); extra:high na(company); extra:cnbc(company); extra:taiwan semiconductor manufacturing co(company); extra:reuters(company); extra:national science and technology council(company); extra:wu cheng-wen(politician); extra:duv(company); extra:pe(company); extra:correonero(company)
60,https://techcrunch.com/2026/06/22/the-running-list-major-tech-layoffs-in-2026-where-employers-cited-ai/,Business,Technology,False,Report,Report,True,Article,Article,True,Centrist or politically neutral,Progressive or left-wing,False,Low,High,False,Informed Reader,Informed Reader,True,Standard,Sophisticated,False,Negative,Neutral,False,0.5227272727272727,0.71875,"missed:alphabet(company); missed:cisco(company); missed:coinbase(company); missed:snap(company); wrong_role:atlassian(gt=company,pred=executive); missed:block(company); missed:salesforce(company); missed:mark patterson(executive); missed:jack dorsey(executive); extra:ai(company); extra:challenger, gray & christmas(company); extra:layoffs.fyi(company); extra:gm(company); extra:cloud(company); extra:threat intelligence group(company); extra:mandiant(company); extra:cfo mark patterson(company); extra:cnbc(company); extra:information technology(company); extra:coo(company); extra:lores(executive); extra:spiegel(executive); extra:sec(company); extra:bloomberg(company); extra:jack dorsey’s(executive); extra:dorsey(executive); extra:agentforce ai(company); extra:fortune(company); extra:agentforce(company)"
61,https://www.cnbc.com/2026/02/02/store-openings-and-closures-2026-dollar-general-aldi-gamestop.html,Business,Business,True,Report,Report,True,Article,Article,True,Centrist or politically neutral,Centrist or politically neutral,True,Low,Low,True,Informed Reader,Informed Reader,True,Standard,Sophisticated,False,Neutral,Neutral,True,0.8148148148148148,0.7096774193548387,"missed:dollar general(company); missed:francesca's(company); missed:joann(company); missed:party city(company); missed:big lots(company); missed:forever 21(company); missed:openai(company); missed:john mercer(executive); missed:naveen jaggi(executive); extra:coresight(company); extra:francesca(company); extra:amazon fresh(company); extra:joann, party city and big lots(company); extra:gemini(company)"
62,https://www.cnbc.com/2026/02/03/musk-xai-spacex-biggest-merger-ever.html,Business,Technology,False,Report,Report,True,Breaking,Article,False,Centrist or politically neutral,Centrist or politically neutral,True,Low,High,False,Informed Reader,Expert / Specialist,False,Standard,Sophisticated,False,Neutral,Neutral,True,0.16666666666666666,0.3333333333333333,missed:xai(company); missed:openai(company); missed:anthropic(company); missed:elon musk(executive); extra:elon musk's(executive); extra:cnbc(company); extra:david faber(executive); extra:ai(company); extra:bloomberg(company); extra:the financial times(company); extra:grok ai(company); extra:starlink(company); extra:the department of defense(company); extra:nasa(company)
63,https://www.cnbc.com/2026/03/06/e-shaped-economy-replacing-k-shape-2026.html,Business,Business,True,Explainer,Report,False,Feature,Article,False,Centrist or politically neutral,Centrist or politically neutral,True,Low,Medium,False,General Public,Informed Reader,False,Accessible,Sophisticated,False,Negative,Neutral,False,0.35714285714285715,0.5555555555555556,missed:chase(company); missed:american express(company); missed:bank of america(company); missed:intuit turbotax(company); extra:the hamilton project(company); extra:the university of michigan survey of consumers(company); extra:amex platinum(company); extra:the labor department(company); extra:intuit(company); extra:turbotax(company); extra:cnbc(company); extra:bank of america institute(company); extra:the chase sapphire reserve(company)
64,https://www.cnbc.com/2026/04/23/american-airlines-aal-q1-2026-earnings.html,Business,Business,True,Report,Report,True,Article,Article,True,Centrist or politically neutral,Centrist or politically neutral,True,Low,High,False,Professional,Informed Reader,False,Standard,Sophisticated,False,Negative,Neutral,False,0.4,1.0,extra:cnbc(company); extra:phil lebeau(executive); extra:american(company)
65,https://www.cnbc.com/2026/06/16/spacex-spcx-cursor-acquisition-ipo.html,Business,Technology,False,Report,Report,True,Breaking,Article,False,Centrist or politically neutral,Centrist or politically neutral,True,Low,High,False,Informed Reader,Informed Reader,True,Standard,Sophisticated,False,Positive,Neutral,False,0.46153846153846156,0.5,missed:xai(company); missed:anthropic(company); missed:openai(company); missed:ramp(company); missed:elon musk(executive); missed:gwynne shotwell(executive); extra:elon musk's(executive); extra:nasdaq(company); extra:ai(company); extra:cnbc(company); extra:the securities and exchange commission(company); extra:coo gwynne shotwell(executive); extra:morgan brennan(executive)
66,https://www.cnbc.com/2026/07/10/stock-market-next-week-outlook-for-july-13-17-2026.html,Business,Business,True,Report,Report,True,Article,Article,True,Centrist or politically neutral,Centrist or politically neutral,True,Medium,High,False,Professional,Informed Reader,False,Sophisticated,Sophisticated,True,Neutral,Neutral,True,0.5625,0.7105263157894737,"missed:donald trump(politician); missed:vaneck(company); missed:fastenal(company); missed:pnc financial services group(company); missed:bank of new york mellon(company); missed:elevance health(company); missed:m&t bank(company); missed:prologis(company); missed:state street(company); missed:travelers cos.(company); missed:factset(company); extra:the s & p 500's(company); extra:cnbc(company); extra:congress(company); extra:the van eck semiconductor etf(company); extra:the federal reserve(company); extra:cme fedwatch(company); extra:jerome powell(politician); extra:janet yellen(politician); extra:ben bernanke(politician); extra:adp weekly employment(company); extra:empire state(company); extra:the pnc financial services group(company); extra:the bank of new york mellon(company); extra:elevance health , m & t bank(company); extra:philadelphia fed(company); extra:nahb housing market(company); extra:prologis , state street(company); extra:capacity utilization(company); extra:industrial production(company); extra:michigan sentiment(company); extra:the travelers cos.(company)"
67,https://www.cnbc.com/2026/07/13/-a-july-rate-hike-from-the-fed-the-odds-are-rising.html,Business,Geoploitics,False,Report,Report,True,Breaking,Article,False,Centrist or politically neutral,Right-wing or conservative,False,Medium,High,False,Professional,Informed Reader,False,Sophisticated,Sophisticated,True,Neutral,Neutral,True,0.2857142857142857,0.3333333333333333,missed:christopher waller(politician); missed:kalshi(company); missed:cme(company); missed:ajay rajadhyaksha(executive); extra:the federal reserve(company); extra:fedwatch(company); extra:cnbc(company); extra:dow jones(company); extra:rajadhyaksha(company)
68,https://www.cnbc.com/2026/07/15/morgan-stanley-ms-earnings-q2-2026-.html,Business,Business,True,Report,Report,True,Article,Article,True,Centrist or politically neutral,Centrist or politically neutral,True,Low,Low,True,Professional,Informed Reader,False,Sophisticated,Sophisticated,True,Positive,Positive,True,0.8,1.0,extra:streetaccount(company)
69,https://www.cnbc.com/2026/07/15/the-earnings-season-has-kicked-off-can-companies-meet-the-high-bar.html,Business,Business,True,Analysis,Report,False,Analysis,Article,False,Centrist or politically neutral,Centrist or politically neutral,True,Low,High,False,Professional,Informed Reader,False,Sophisticated,Sophisticated,True,Neutral,Neutral,True,0.7222222222222222,1.0,extra:the s & p 500(company); extra:ai(company); extra:q2(company); extra:wells fargo investment institute(company); extra:tech/semis'(company)
70,https://www.cnbc.com/2026/07/15/united-airlines-ual-2q-2026-earnings.html,Business,Geoploitics,False,Report,Report,True,Article,Article,True,Centrist or politically neutral,Centrist or politically neutral,True,Medium,High,False,Professional,Informed Reader,False,Standard,Sophisticated,False,Neutral,Neutral,True,0.2857142857142857,0.6666666666666666,missed:united airlines(company); extra:united airlines'(company); extra:argus(company); extra:airlines for america(company); extra:cnbc(company); extra:squawk box(executive)
71,https://www.cnbc.com/2026/07/16/unitedhealth-group-unh-earnings-q2-2026.html,Business,Business,True,Report,Report,True,Article,Article,True,Centrist or politically neutral,Centrist or politically neutral,True,Medium,High,False,Professional,Informed Reader,False,Sophisticated,Sophisticated,True,Positive,Neutral,False,0.4444444444444444,0.6666666666666666,missed:unitedhealthcare(company); missed:lseg(company); extra:ai(company); extra:medicare(company); extra:department of justice(company); extra:cfo(company); extra:aca(company)
72,https://www.cnbc.com/2026/07/18/warshgpt-federal-reserve-communications-task-force-warsh.html,Business,Business,True,Analysis,Report,False,Feature,Article,False,Centrist or politically neutral,Centrist or politically neutral,True,Medium,High,False,Professional,Professional,True,Sophisticated,Advanced,False,Neutral,Neutral,True,0.26666666666666666,0.3333333333333333,missed:kevin warsh(politician); missed:jerome powell(politician); missed:alan greenspan(politician); missed:ubs(company); missed:mackay shields(company); missed:anthropic(company); missed:openai(company); missed:kalshi(company); extra:the federal reserve's(company); extra:the federal reserve(company); extra:morris(executive); extra:ai(company); extra:cnbc(company); extra:new york fed(company); extra:christopher waller(politician); extra:fedwatch(company); extra:f/m investments'(company); extra:david kelly(executive); extra:uc-irvine's(company)
73,https://religionnews.com/2026/07/15/sight-sound-christian-broadway-shows-will-soon-stream-on-faith-based-platform/,Entertainment,Religion,False,Report,Report,True,Feature,Article,False,Centrist or politically neutral,Centrist or politically neutral,True,Low,Low,True,General Public,Expert / Specialist,False,Accessible,Sophisticated,False,Positive,Neutral,False,0.625,0.5,"missed:sight and sound(company); wrong_role:wonder project(gt=company,pred=movie_or_tv_show); missed:kelly merryman hoogstraten(executive); missed:jon erwin(executive); missed:ani haftvani(executive); extra:sight & sound later(company); extra:shirley(executive)"
74,https://variety.com/2026/film/box-office/box-office-hits-flops-michael-supergirl-1236809979/,Entertainment,Entertainment,True,Analysis,Report,False,Analysis,Article,False,Centrist or politically neutral,Progressive or left-wing,False,Medium,High,False,Professional,Informed Reader,False,Standard,Sophisticated,False,Neutral,Neutral,True,0.4358974358974359,0.5666666666666667,"missed:ryan gosling(actor); missed:christian bale(actor); missed:jessie buckley(actor); missed:jacob elordi(actor); missed:nate bargatze(actor); missed:project hail mary(movie_or_tv_show); missed:michael(movie_or_tv_show); wrong_role:backrooms(gt=movie_or_tv_show,pred=company); missed:melania(movie_or_tv_show); missed:star wars: the mandalorian and grogu(movie_or_tv_show); missed:28 years later: bone temple(movie_or_tv_show); missed:disclosure day(movie_or_tv_show); missed:jeff bezos(executive); extra:the bride’: the good(movie_or_tv_show); extra:masters of the universe(movie_or_tv_show); extra:the odyssey(movie_or_tv_show); extra:dune: part three(movie_or_tv_show); extra:avengers(movie_or_tv_show); extra:the mandalorian and grogu(movie_or_tv_show); extra:thriller(movie_or_tv_show); extra:bohemian rhapsody(movie_or_tv_show); extra:jackson(musician); extra:gen z(company); extra:youtuber(company); extra:krypton(company); extra:maga(company); extra:jeff bezos!(executive); extra:star wars(movie_or_tv_show); extra:solo: a star wars story(movie_or_tv_show); extra:the bride(movie_or_tv_show); extra:lightyear(movie_or_tv_show); extra:inside out 2(movie_or_tv_show); extra:bargatze(company); extra:bridge of spies(movie_or_tv_show)"
75,https://variety.com/2026/film/festivals/best-of-cannes-2026-20-critics-picks-from-the-cannes-film-festival-1236757147/,Entertainment,Lifestyle,False,Review,Report,False,Analysis,Article,False,Centrist or politically neutral,Progressive or left-wing,False,Low,Medium,False,Expert / Specialist,Professional,False,Advanced,Sophisticated,False,Positive,Neutral,False,0.2413793103448276,0.3181818181818182,"missed:javier bardem(actor); missed:sebastian stan(actor); missed:renate reinsve(actor); missed:rami malek(actor); missed:julia louis-dreyfus(actor); missed:hannah einbinder(actor); missed:all of a sudden(movie_or_tv_show); wrong_role:clarissa(gt=movie_or_tv_show,pred=actor); missed:club kid(movie_or_tv_show); missed:double freedom(movie_or_tv_show); missed:fatherland(movie_or_tv_show); missed:fjord(movie_or_tv_show); missed:minotaur(movie_or_tv_show); missed:tangles(movie_or_tv_show); missed:sony pictures classics(company); extra:sirāt(movie_or_tv_show); extra:“sentimental value(movie_or_tv_show); extra:the mastermind(movie_or_tv_show); extra:the secret agent(movie_or_tv_show); extra:jane schoenbrun(actor); extra:owen gleiberman(actor); extra:virginia woolf’s(actor); extra:chuko esiri’s(actor); extra:lisandro alonso’s(musician); extra:the dreamed adventure(movie_or_tv_show); extra:thomas mann(actor); extra:erika(actor); extra:hüller(actor); extra:la gradiva(movie_or_tv_show); extra:the man i love(movie_or_tv_show); extra:jimmy george(musician); extra:jimmy(musician); extra:maverick: the epic adventures of(movie_or_tv_show); extra:maverick(movie_or_tv_show); extra:armageddon time(movie_or_tv_show); extra:teenage sex and death at camp(movie_or_tv_show)"
76,https://variety.com/2026/film/news/3-weeks-after-review-1236803851/,Entertainment,Entertainment,True,Review,Report,False,Analysis,Article,False,Centrist or politically neutral,Center-right,False,Low,High,False,Informed Reader,Informed Reader,True,Sophisticated,Advanced,False,Negative,Negative,True,,0.0,missed:jovan ginić(actor); missed:andrija marković(actor); missed:andjela alavirević(actor); missed:tihana lazović(actor); missed:branislav trifunović(actor); missed:3 weeks after(movie_or_tv_show); missed:after lucia(movie_or_tv_show)
77,https://variety.com/2026/film/news/the-furious-review-1236778933/,Entertainment,Entertainment,True,Review,Report,False,Analysis,Article,False,Centrist or politically neutral,Centrist or politically neutral,True,Low,Medium,False,Informed Reader,Informed Reader,True,Standard,Accessible,False,Positive,Neutral,False,1.0,0.4444444444444444,missed:xie miao(actor); missed:yang enyou(actor); missed:joe taslim(actor); missed:mortal kombat(movie_or_tv_show); missed:lionsgate(company)
78,https://variety.com/2026/film/reviews/evil-dead-burn-review-1236802737/,Entertainment,Entertainment,True,Review,Report,False,Analysis,Article,False,Centrist or politically neutral,Progressive or left-wing,False,Low,Low,True,Informed Reader,Informed Reader,True,Sophisticated,Sophisticated,True,Neutral,Neutral,True,0.36363636363636365,0.4444444444444444,missed:souheila yacoub(actor); missed:george pullar(actor); missed:erroll shand(actor); missed:maude davey(actor); missed:the hills have eyes(movie_or_tv_show); extra:gore(actor); extra:exorcist(movie_or_tv_show); extra:linda blair’s(politician); extra:regan(politician); extra:the lin shaye(actor); extra:the book of the dead(movie_or_tv_show); extra:gore-gore(actor)
79,https://variety.com/2026/film/reviews/moana-live-action-review-dwayne-johnson-1236802858/,Entertainment,Entertainment,True,Review,Report,False,Analysis,Article,False,Centrist or politically neutral,Centrist or politically neutral,True,Low,High,False,Informed Reader,General Public,False,Sophisticated,Sophisticated,True,Positive,Positive,True,0.46153846153846156,0.4,"missed:dwayne johnson(actor); missed:catherine laga'aia(actor); missed:jemaine clement(actor); missed:john tui(actor); missed:rachel zegler(actor); missed:will smith(actor); missed:robin williams(actor); missed:moana(movie_or_tv_show); wrong_role:aladdin(gt=movie_or_tv_show,pred=company); extra:tala(actor); extra:catherine laga’aia(actor); extra:you’re welcome(movie_or_tv_show); extra:buff(athlete); extra:lin-manuel miranda(musician); extra:opetaia(musician)"
